"age","age_range_old","age_range_young","age_units","ageolder","agetype","ageyounger","analysisunitid","area","chronologyid","chronologyname","collunitid.x","collunitid.y","context","covertype","database","datasetid","datasetnotes","datasettype","depth","description","dripheight","dripheightunits","ecologicalgroup","element","elementtype","elev","entitycoverthickness","entityid","entityname","entrancedistance","entrancedistanceunits","landusecoverpercent","landusecovertype","lat","long","monitoring","recdatecreated","relativeage","sampleanalyst","sampleid","samplename","siteid","sitename","sitenotes","speleothemdriptype","speleothemtype","symmetry","taxongroup","taxonid","thickness","units","value","variablename","vegetationcoverpercent","vegetationcovertype"
109100.540894,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737654,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.06,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893307,"5175",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-7.35,"δ18O",NA,"sparse"
111105.155719,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737656,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.18,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893309,"5177",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-7.83,"δ13C",NA,"sparse"
111105.155719,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737656,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.18,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893309,"5177",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-7.62,"δ18O",NA,"sparse"
113109.770545,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737657,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.29,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893310,"5178",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-7.94,"δ13C",NA,"sparse"
113109.770545,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737657,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.29,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893310,"5178",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-7.93,"δ18O",NA,"sparse"
115114.38537,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737658,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.41,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893311,"5179",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-7.94,"δ13C",NA,"sparse"
115114.38537,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737658,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.41,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893311,"5179",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-7.73,"δ18O",NA,"sparse"
117119.000196,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737659,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.53,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893312,"5180",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-8.6,"δ18O",NA,"sparse"
117119.000196,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737659,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",20.53,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893312,"5180",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-6.89,"δ13C",NA,"sparse"
188975.294287,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737661,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",23.81,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893314,"5182",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-8.76,"δ18O",NA,"sparse"
188975.294287,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737661,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",23.81,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893314,"5182",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-6.42,"δ13C",NA,"sparse"
189544.27098,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737662,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",23.94,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893315,"5183",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-8.67,"δ18O",NA,"sparse"
189544.27098,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737662,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",23.94,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893315,"5183",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-6.13,"δ13C",NA,"sparse"
190113.247672,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737663,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.06,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893316,"5184",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-8.88,"δ18O",NA,"sparse"
190113.247672,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737663,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.06,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893316,"5184",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-6.06,"δ13C",NA,"sparse"
191922.458888,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737664,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.17,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893317,"5185",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-8.68,"δ18O",NA,"sparse"
191922.458888,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737664,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.17,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893317,"5185",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.35,"δ13C",NA,"sparse"
192127.087533,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737665,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.28,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893318,"5186",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-9.01,"δ18O",NA,"sparse"
192127.087533,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737665,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.28,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893318,"5186",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.75,"δ13C",NA,"sparse"
192331.716179,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737666,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.39,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893319,"5187",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-8.77,"δ18O",NA,"sparse"
192331.716179,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737666,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.39,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893319,"5187",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.24,"δ13C",NA,"sparse"
192536.344825,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737667,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.5,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893320,"5188",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-9.11,"δ18O",NA,"sparse"
192536.344825,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737667,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.5,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893320,"5188",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.2,"δ13C",NA,"sparse"
192740.97347,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737668,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.67,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893321,"5189",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-9.36,"δ18O",NA,"sparse"
192740.97347,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737668,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.67,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893321,"5189",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-4.7,"δ13C",NA,"sparse"
192945.602116,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737669,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.78,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893322,"5190",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-9.61,"δ18O",NA,"sparse"
192945.602116,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737669,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.78,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893322,"5190",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-4.8,"δ13C",NA,"sparse"
193150.230762,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737670,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.83,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893323,"5191",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-9.97,"δ18O",NA,"sparse"
193150.230762,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737670,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.83,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893323,"5191",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.19,"δ13C",NA,"sparse"
193354.859407,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737671,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.94,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893324,"5192",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-9.93,"δ18O",NA,"sparse"
193354.859407,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737671,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",24.94,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893324,"5192",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-4.93,"δ13C",NA,"sparse"
193559.488053,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737672,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.06,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893325,"5193",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.41,"δ18O",NA,"sparse"
193559.488053,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737672,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.06,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893325,"5193",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.39,"δ13C",NA,"sparse"
193764.116699,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737673,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.17,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893326,"5194",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.55,"δ18O",NA,"sparse"
193764.116699,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737673,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.17,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893326,"5194",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.33,"δ13C",NA,"sparse"
193968.745344,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737674,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.28,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893327,"5195",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.47,"δ18O",NA,"sparse"
193968.745344,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737674,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.28,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893327,"5195",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.15,"δ13C",NA,"sparse"
194173.37399,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737675,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.39,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893328,"5196",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.58,"δ18O",NA,"sparse"
194173.37399,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737675,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.39,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893328,"5196",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.3,"δ13C",NA,"sparse"
194378.002635,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737676,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.5,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893329,"5197",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.68,"δ18O",NA,"sparse"
194378.002635,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737676,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.5,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893329,"5197",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.26,"δ13C",NA,"sparse"
194582.631281,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737677,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.56,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893330,"5198",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.66,"δ18O",NA,"sparse"
194582.631281,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737677,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.56,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893330,"5198",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.29,"δ13C",NA,"sparse"
194787.259927,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737678,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.67,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893331,"5199",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.55,"δ18O",NA,"sparse"
194787.259927,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737678,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.67,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893331,"5199",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.42,"δ13C",NA,"sparse"
194991.888572,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737679,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.78,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893332,"5200",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.65,"δ18O",NA,"sparse"
194991.888572,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737679,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.78,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893332,"5200",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.21,"δ13C",NA,"sparse"
195196.517218,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737680,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.83,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893333,"5201",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-10.67,"δ18O",NA,"sparse"
195196.517218,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737680,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.83,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893333,"5201",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.31,"δ13C",NA,"sparse"
195401.145864,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737681,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.94,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893334,"5202",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-11.05,"δ18O",NA,"sparse"
195401.145864,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737681,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",25.94,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893334,"5202",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.31,"δ13C",NA,"sparse"
195605.774509,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737682,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",26.06,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893335,"5203",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27853,NA,"per mille",-11.12,"δ18O",NA,"sparse"
195605.774509,235118.52933,53270.2138975,NA,NA,"Calibrated radiocarbon years BP",NA,737682,NA,51540,"interp",49511,49511,NA,NA,"SISAL",66789,NA,"speleothem",26.06,NA,NA,"m","ITOP",NA,NA,2000,NA,12,"KS06-A",NA,NA,NA,"Mixed Broadleaf/Needleleaf Forests",42.87,81.75,FALSE,NA,"Gauss","",893335,"5203",37302,"Kesang Cave",NA,"unknown","stalagmite",NA,"Stable isotopes",27851,NA,"per mille",-5.43,"δ13C",NA,"sparse"
